world_config_id,socket_id,resource_id,resource_descriptor,purity,assignment_source,source_game_build,source_sha256
default_502094,BP_FrackingCore10,water,Desc_Water_C,normal,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingCore11,water,Desc_Water_C,normal,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingCore12,water,Desc_Water_C,normal,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingCore13,water,Desc_Water_C,normal,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingCore14,water,Desc_Water_C,normal,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingCore15,water,Desc_Water_C,normal,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingCore17,water,Desc_Water_C,normal,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingCore18,water,Desc_Water_C,normal,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingCore2,nitrogen_gas,Desc_NitrogenGas_C,normal,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingCore3,nitrogen_gas,Desc_NitrogenGas_C,normal,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingCore4,nitrogen_gas,Desc_NitrogenGas_C,normal,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingCore5,nitrogen_gas,Desc_NitrogenGas_C,normal,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingCore6,nitrogen_gas,Desc_NitrogenGas_C,normal,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingCore6_UAID_40B076DF2F79D3DF01_1961476789,crude_oil,Desc_LiquidOil_C,normal,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingCore7,crude_oil,Desc_LiquidOil_C,normal,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingCore9,crude_oil,Desc_LiquidOil_C,normal,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingCore_8,nitrogen_gas,Desc_NitrogenGas_C,normal,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite10,nitrogen_gas,Desc_NitrogenGas_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite100,water,Desc_Water_C,impure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite101,water,Desc_Water_C,impure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite102,water,Desc_Water_C,impure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite103_8,water,Desc_Water_C,normal,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite108,water,Desc_Water_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite109,water,Desc_Water_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite11,nitrogen_gas,Desc_NitrogenGas_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite110,water,Desc_Water_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite111,water,Desc_Water_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite112,water,Desc_Water_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite113,water,Desc_Water_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite114_7,water,Desc_Water_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite115,water,Desc_Water_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite116,water,Desc_Water_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite117,water,Desc_Water_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite118,water,Desc_Water_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite119,water,Desc_Water_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite12,nitrogen_gas,Desc_NitrogenGas_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite120,water,Desc_Water_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite121,water,Desc_Water_C,normal,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite13,nitrogen_gas,Desc_NitrogenGas_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite14,nitrogen_gas,Desc_NitrogenGas_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite15,nitrogen_gas,Desc_NitrogenGas_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite16,nitrogen_gas,Desc_NitrogenGas_C,normal,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite17,nitrogen_gas,Desc_NitrogenGas_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite18_3,nitrogen_gas,Desc_NitrogenGas_C,normal,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite19,nitrogen_gas,Desc_NitrogenGas_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite2,nitrogen_gas,Desc_NitrogenGas_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite20,nitrogen_gas,Desc_NitrogenGas_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite21,nitrogen_gas,Desc_NitrogenGas_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite22,nitrogen_gas,Desc_NitrogenGas_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite23_5,nitrogen_gas,Desc_NitrogenGas_C,normal,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite24,nitrogen_gas,Desc_NitrogenGas_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite25,nitrogen_gas,Desc_NitrogenGas_C,normal,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite26,nitrogen_gas,Desc_NitrogenGas_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite27,nitrogen_gas,Desc_NitrogenGas_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite28,nitrogen_gas,Desc_NitrogenGas_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite29,nitrogen_gas,Desc_NitrogenGas_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite3,nitrogen_gas,Desc_NitrogenGas_C,normal,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite30,nitrogen_gas,Desc_NitrogenGas_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite31,nitrogen_gas,Desc_NitrogenGas_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite32,nitrogen_gas,Desc_NitrogenGas_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite33,nitrogen_gas,Desc_NitrogenGas_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite34,nitrogen_gas,Desc_NitrogenGas_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite35,nitrogen_gas,Desc_NitrogenGas_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite36,nitrogen_gas,Desc_NitrogenGas_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite37,nitrogen_gas,Desc_NitrogenGas_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite38,nitrogen_gas,Desc_NitrogenGas_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite39,nitrogen_gas,Desc_NitrogenGas_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite4,nitrogen_gas,Desc_NitrogenGas_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite40,nitrogen_gas,Desc_NitrogenGas_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite41,nitrogen_gas,Desc_NitrogenGas_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite42,nitrogen_gas,Desc_NitrogenGas_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite43,nitrogen_gas,Desc_NitrogenGas_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite44,nitrogen_gas,Desc_NitrogenGas_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite45,crude_oil,Desc_LiquidOil_C,impure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite46,crude_oil,Desc_LiquidOil_C,impure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite47,crude_oil,Desc_LiquidOil_C,impure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite48,crude_oil,Desc_LiquidOil_C,impure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite49,crude_oil,Desc_LiquidOil_C,impure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite5,nitrogen_gas,Desc_NitrogenGas_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite50,crude_oil,Desc_LiquidOil_C,impure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite51_1,nitrogen_gas,Desc_NitrogenGas_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite57,crude_oil,Desc_LiquidOil_C,normal,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite58,water,Desc_Water_C,impure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite59,crude_oil,Desc_LiquidOil_C,normal,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite6,nitrogen_gas,Desc_NitrogenGas_C,impure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite60,crude_oil,Desc_LiquidOil_C,normal,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite61,crude_oil,Desc_LiquidOil_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite61_UAID_40B076DF2F79D7DF01_1933830510,crude_oil,Desc_LiquidOil_C,normal,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite61_UAID_40B076DF2F79D7DF01_2053713511,crude_oil,Desc_LiquidOil_C,impure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite61_UAID_40B076DF2F79D8DF01_1587984689,crude_oil,Desc_LiquidOil_C,normal,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite61_UAID_40B076DF2F79D8DF01_1704280690,crude_oil,Desc_LiquidOil_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite61_UAID_40B076DF2F79D8DF01_1999134691,crude_oil,Desc_LiquidOil_C,impure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite61_UAID_40B076DF2F79D9DF01_1230935868,crude_oil,Desc_LiquidOil_C,normal,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite62,crude_oil,Desc_LiquidOil_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite63,crude_oil,Desc_LiquidOil_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite64,water,Desc_Water_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite65,water,Desc_Water_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite66,water,Desc_Water_C,impure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite67,water,Desc_Water_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite68,water,Desc_Water_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite69,water,Desc_Water_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite7,nitrogen_gas,Desc_NitrogenGas_C,impure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite70,water,Desc_Water_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite71,water,Desc_Water_C,normal,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite72,water,Desc_Water_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite73,water,Desc_Water_C,normal,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite74,water,Desc_Water_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite75,water,Desc_Water_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite76,water,Desc_Water_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite77,water,Desc_Water_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite78,water,Desc_Water_C,pure,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite79,water,Desc_Water_C,normal,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
default_502094,BP_FrackingSatellite8,nitrogen_gas,Desc_NitrogenGas_C,normal,installed_world_default,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
